tree_hash,commith_hash,changed,insert,delete

b479c1f31387156cfb333900a734dd2e2647146e,a9fbbeeec9abfe9ff54365160ce476ba853ba203,   3 files changed, 75 insertions(+), 8 deletions(-) 
70d35b40c04922912381f3029b297f03039f8744,da4130b341e4732213c42ee7fab92f9264e51686, 
256d737e31c08c0671010b3c30df1dd0b4ba0405,149159d19334fe5f7c1b553e8f6c92a8e3f04385,   2 files changed, 7 insertions(+) 
ada26ffaf8cccb33f82fa79eaecd7e2b8b38e980,5d64b899ee923606ce7a7fe2ec399c57e70c6aa1, 
ada26ffaf8cccb33f82fa79eaecd7e2b8b38e980,dfeec653c5989e61d71bdd9c0511bfc5e244b18f,   1 file changed, 5 insertions(+), 3 deletions(-) 
a8aa5f42794aa4713725d9f14ee0d8bebdd0ed00,44ebfc35719774655deb61011f881b7387cde397,   2 files changed, 15 insertions(+), 4 deletions(-) 
990131937c73f2ca55774f68b697e26c61d2cc34,ac85f4f550661af60c5f49c35b3b3111c7c8891a, 
990131937c73f2ca55774f68b697e26c61d2cc34,919aeafcde7c111f336da154f394c96034c01ba4,   1 file changed, 5 insertions(+), 16 deletions(-) 
38d51cf29f4e2f4df9e149d97fe777324b70fe90,1db5b45918da8303d2c6958ee03dbbd5dc2709e9, 
38d51cf29f4e2f4df9e149d97fe777324b70fe90,f6abc3895eb2cd72ba2f9428a05b5c1195300eb2,   1 file changed, 1 insertion(+), 1 deletion(-) 
0e7991fb3e1aaed03d5487ab15522c0b6aaaa12f,04268b7a0d96d9100c74534a8248afa69a0a01bf, 
c75e58e4dd13b85eb2c2b3d25935635b7afa3a9a,b3fd12b6fddf0b71900496886c385c9ed39e5ed5, 
ef4559e5e2ca10251791f0ab4bc0a70adcb18c86,4d47f9d3d1fd082451ec32c17c31ba6f862e3778, 
07d38ee650c3425c55518f70bd9450779f82099d,696ff863af66e7ea0d624d339c1d250b854b5831,   1 file changed, 6 insertions(+), 7 deletions(-) 
e69478ef8dd40455753b3f06faa07c6dcae6c96c,d893c3039436f7c8be64a8232324c8470cf84eb1,   1 file changed, 5 insertions(+), 2 deletions(-) 
0534e0e8499393e0b2ae46b70911d24491a1db37,30552c23e1171ff3d08b83db706d51b64ebc2a17,   1 file changed, 2 insertions(+), 2 deletions(-) 
76c5432f1f59bc894ef112aef4b377541586217c,6333320908f721d9995779120e2b56ca5c7f3006,   1 file changed, 1 insertion(+), 1 deletion(-) 
8ee434b39bb8094e9a3a5edfc5891065efd48ded,d3fddb9d28ee1edfe8ca17ea68b37f54cc9ae235,   1 file changed, 1 insertion(+), 1 deletion(-) 
71d1c03a0e9515bf7e7c75060488eccf604a1497,c5b7c79ac5452a91ccdf2df0ac0e3d8bd8c20c64,   1 file changed, 2 insertions(+), 1 deletion(-) 
5ffcd5b893f6cfda60b40611fec7d47565d6ee9d,f280c2066e7c0bfd5ccd44420d41a19e3a4ee60d,   1 file changed, 1 insertion(+), 1 deletion(-) 
ef4559e5e2ca10251791f0ab4bc0a70adcb18c86,c66204a0f79ea0658d148da3eaf08fe6071c1f07,   2 files changed, 14 insertions(+) 
634bf3083a6400448bb5a8a2dae5cc435347bb52,6cdf82e927d962290165ba7c4cccb3e974b541c3, 
188507e211351015366873578bc68f167983c441,78b55a9fb5863e770e451d3a82f8107ee5179685, 
